0 = 不存在重要性
1 = 轻如鸿毛
2 = 平平无奇
3 = 一丝丝重要
4 = 些许重要
5 = 较为重要
6 = 重要
7 = 非常重要
8 = 极其重要
9 = 相对生死攸关
10 = +∞般极端重要（最高优先级）
